Date,Label,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2016-07-29,0,News: Treasury sector rotation observed,Market Update: Tech stock inflation data comes in lower,Market Update: Retail stock tech sector leads rally,News: Treasury markets await data,News: ECB sector rotation observed,News: ECB markets await data,News: ECB markets await data,News: SEC trading volume light,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Retail stock consumer confidence spikes,Market Update: Retail stock unemployment falls unexpectedly,News: ECB keeps rates unchanged,Market Update: Tech stock beats earnings estimates,Market Update: Tech stock fed signals rate cuts,Market Update: Tech stock consumer confidence spikes,Market Update: Retail stock secures major contract,Market Update: Tech stock unemployment falls unexpectedly,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Banking stock tech sector leads rally,Market Update: Tech stock beats earnings estimates,Market Update: Tech stock upgrades outlook,Market Update: Retail stock fed signals rate cuts,News: Treasury trading volume light,News: Treasury sector rotation observed,Market Update: Tech stock secures major contract
2016-07-30,0,Market Update: Banking stock secures major contract,Market Update: Energy stock unemployment falls unexpectedly,Market Update: Retail stock inflation data comes in lower,Market Update: Energy stock tech sector leads rally,News: SEC markets await data,Market Update: Energy stock inflation data comes in lower,News: Fed to announce results,Market Update: Banking stock consumer confidence spikes,News: Fed markets await data,Market Update: Energy stock fed signals rate cuts,News: Treasury trading volume light,Market Update: Banking stock upgrades outlook,News: Treasury sector rotation observed,Market Update: Tech stock beats earnings estimates,Market Update: Retail stock consumer confidence spikes,Market Update: Retail stock upgrades outlook,Market Update: Energy stock tech sector leads rally,News: SEC releases meeting minutes,Market Update: Retail stock secures major contract,Market Update: Tech stock consumer confidence spikes,News: ECB keeps rates unchanged,News: Fed markets await data,News: Fed trading volume light,Market Update: Retail stock fed signals rate cuts,Market Update: Tech stock unemployment falls unexpectedly
2016-07-31,1,Market Update: Tech stock surges to record highs,News: Fed to announce results,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Tech stock surges to record highs,News: ECB markets await data,News: SEC keeps rates unchanged,News: SEC markets await data,News: Treasury markets await data,Market Update: Banking stock secures major contract,Market Update: Banking stock fed signals rate cuts,Market Update: Banking stock secures major contract,Market Update: Banking stock beats earnings estimates,News: SEC keeps rates unchanged,Market Update: Tech stock inflation data comes in lower,News: Treasury trading volume light,Market Update: Energy stock fed signals rate cuts,News: SEC trading volume light,Market Update: Energy stock secures major contract,Market Update: Banking stock inflation data comes in lower,Market Update: Banking stock beats earnings estimates,Market Update: Energy stock inflation data comes in lower,News: Treasury trading volume light,News: Treasury releases meeting minutes,Market Update: Banking stock inflation data comes in lower,Market Update: Energy stock inflation data comes in lower
2016-08-01,0,News: Treasury keeps rates unchanged,News: SEC markets await data,News: ECB markets await data,News: Fed releases meeting minutes,News: Treasury releases meeting minutes,News: ECB to announce results,News: Treasury to announce results,News: ECB to announce results,News: SEC keeps rates unchanged,News: Treasury releases meeting minutes,News: Treasury markets await data,News: SEC keeps rates unchanged,News: Fed keeps rates unchanged,News: Treasury releases meeting minutes,News: ECB releases meeting minutes,News: ECB releases meeting minutes,News: SEC markets await data,News: SEC sector rotation observed,News: Fed markets await data,News: Fed keeps rates unchanged,News: Fed to announce results,News: ECB trading volume light,News: Treasury releases meeting minutes,News: ECB keeps rates unchanged,News: ECB markets await data
2016-08-02,0,News: ECB markets await data,News: Treasury sector rotation observed,News: Treasury sector rotation observed,News: Fed trading volume light,News: ECB sector rotation observed,News: Fed keeps rates unchanged,News: ECB releases meeting minutes,News: SEC sector rotation observed,News: Fed to announce results,News: Treasury keeps rates unchanged,News: Treasury markets await data,News: SEC to announce results,News: SEC keeps rates unchanged,News: Treasury sector rotation observed,News: SEC to announce results,News: ECB releases meeting minutes,News: Treasury sector rotation observed,News: Fed markets await data,News: Treasury markets await data,News: SEC to announce results,News: Treasury keeps rates unchanged,News: Fed markets await data,News: Fed keeps rates unchanged,News: Fed trading volume light,News: Treasury trading volume light
2016-08-03,1,Market Update: Retail stock fed signals rate cuts,News: ECB trading volume light,Market Update: Banking stock tech sector leads rally,Market Update: Retail stock secures major contract,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Energy stock unemployment falls unexpectedly,Market Update: Retail stock fed signals rate cuts,Market Update: Energy stock surges to record highs,News: Treasury keeps rates unchanged,News: SEC markets await data,Market Update: Retail stock fed signals rate cuts,Market Update: Retail stock fed signals rate cuts,Market Update: Retail stock consumer confidence spikes,Market Update: Tech stock secures major contract,Market Update: Energy stock secures major contract,Market Update: Banking stock fed signals rate cuts,Market Update: Tech stock consumer confidence spikes,Market Update: Energy stock inflation data comes in lower,Market Update: Energy stock secures major contract,News: SEC trading volume light,Market Update: Energy stock unemployment falls unexpectedly,News: Fed releases meeting minutes,News: Fed to announce results,Market Update: Energy stock tech sector leads rally,Market Update: Tech stock surges to record highs
2016-08-04,1,News: Fed to announce results,News: Treasury releases meeting minutes,News: ECB keeps rates unchanged,News: SEC sector rotation observed,News: Treasury sector rotation observed,News: Fed sector rotation observed,News: Fed sector rotation observed,News: SEC to announce results,News: Treasury trading volume light,News: SEC releases meeting minutes,News: SEC keeps rates unchanged,News: ECB trading volume light,News: Treasury releases meeting minutes,News: Treasury releases meeting minutes,News: SEC releases meeting minutes,News: ECB keeps rates unchanged,News: SEC releases meeting minutes,News: Fed releases meeting minutes,News: Treasury markets await data,News: Fed sector rotation observed,News: SEC releases meeting minutes,News: SEC markets await data,News: Fed to announce results,News: ECB releases meeting minutes,News: Treasury releases meeting minutes
2016-08-05,1,News: Treasury trading volume light,News: SEC to announce results,News: Treasury trading volume light,News: SEC trading volume light,News: Fed to announce results,News: SEC markets await data,News: ECB trading volume light,News: ECB releases meeting minutes,News: Fed sector rotation observed,News: SEC sector rotation observed,News: Treasury sector rotation observed,News: Fed keeps rates unchanged,News: ECB to announce results,News: Fed to announce results,News: ECB sector rotation observed,News: ECB markets await data,News: SEC sector rotation observed,News: SEC keeps rates unchanged,News: Fed sector rotation observed,News: Treasury to announce results,News: Fed trading volume light,News: ECB releases meeting minutes,News: SEC keeps rates unchanged,News: SEC keeps rates unchanged,News: Fed trading volume light
2016-08-06,1,News: ECB keeps rates unchanged,News: ECB to announce results,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Energy stock beats earnings estimates,Market Update: Banking stock beats earnings estimates,Market Update: Retail stock beats earnings estimates,Market Update: Banking stock unemployment falls unexpectedly,Market Update: Banking stock inflation data comes in lower,News: SEC to announce results,Market Update: Banking stock consumer confidence spikes,News: Fed sector rotation observed,Market Update: Banking stock surges to record highs,Market Update: Banking stock tech sector leads rally,News: SEC to announce results,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Energy stock inflation data comes in lower,Market Update: Retail stock consumer confidence spikes,News: Treasury markets await data,Market Update: Energy stock fed signals rate cuts,News: Fed trading volume light,Market Update: Banking stock inflation data comes in lower,News: SEC markets await data,Market Update: Energy stock consumer confidence spikes,Market Update: Banking stock tech sector leads rally,Market Update: Tech stock fed signals rate cuts
2016-08-07,1,News: ECB trading volume light,Market Update: Banking stock fed signals rate cuts,News: Treasury releases meeting minutes,Market Update: Retail stock tech sector leads rally,Market Update: Retail stock consumer confidence spikes,Market Update: Retail stock secures major contract,Market Update: Energy stock inflation data comes in lower,Market Update: Banking stock tech sector leads rally,Market Update: Tech stock consumer confidence spikes,Market Update: Banking stock consumer confidence spikes,News: SEC trading volume light,Market Update: Banking stock fed signals rate cuts,Market Update: Retail stock unemployment falls unexpectedly,News: Treasury releases meeting minutes,Market Update: Tech stock beats earnings estimates,Market Update: Energy stock secures major contract,Market Update: Tech stock fed signals rate cuts,Market Update: Banking stock consumer confidence spikes,News: Fed sector rotation observed,News: ECB to announce results,Market Update: Energy stock surges to record highs,Market Update: Retail stock unemployment falls unexpectedly,Market Update: Banking stock secures major contract,Market Update: Banking stock tech sector leads rally,News: Fed to announce results
